Gender,Height,Weight,height_m,weight_kg,bmi
Male,73.847017017515,241.893563180437,1.8757179836808484,109.70229622695555,31.2
Male,68.78190404589029,162.3104725213,1.7470638568933272,73.61019161963719,24.1
Male,74.11010539178491,212.7408555565,1.8824004417522204,96.48111363106577,27.2
Male,71.7309784033377,220.042470303077,1.8219704953857685,99.79250353881044,30.1
Male,69.8817958611153,206.349800623871,1.7750011648746584,93.58267601989614,29.7
Male,67.2530156878065,152.212155757083,1.708230014930315,69.03045612566122,23.7
Male,68.78508125166161,183.92788860403098,1.7471445580813212,83.41400843720226,27.3
Male,68.34851551158789,167.971110489509,1.7360557661058647,76.1773743716594,25.3
Male,67.01894966288299,175.92944039571,1.70228472600668,79.78659428376871,27.5
Male,63.456493978366396,156.399676387112,1.6117981706468478,70.92955845220499,27.3
Male,71.1953822829745,186.604925560358,1.808366326720206,84.62808415435737,25.9
Male,71.64080511922059,213.74116948941102,1.8196800893883818,96.93477074349705,29.3
Male,64.7663291334055,167.127461073476,1.6450680501246002,75.79476692674649,28.0
Male,69.2830700967204,189.446181386738,1.7597935000436982,85.91663554954104,27.7
Male,69.2437322298112,186.434168021239,1.758794316225837,84.55064309353243,27.3
Male,67.6456197004212,172.18693005811699,1.718202176795052,78.08931068395327,26.5
Male,72.4183166259878,196.02850633048197,1.8394289211579324,88.9018169299238,26.3
Male,63.974325721061,172.88347020877998,1.624951123217196,78.40520190874375,29.7
Male,69.64005989975229,185.98395757313,1.7688610591758265,84.34646601956008,27.0
Male,67.93600485400951,182.426648013226,1.7255779744477906,82.73317370214332,27.8
Male,67.9150501938206,174.115929081393,1.7250457250144935,78.96414017296735,26.5
Male,69.4394398680395,197.73142161472,1.7637653001788038,89.67411411098412,28.8
Male,66.14913196087811,149.173566007975,1.6801913121889285,67.65241088797052,24.0
Male,75.20597361422121,228.761780615196,1.9102355502723194,103.74683928126802,28.4
Male,67.8931963386043,162.006651848287,1.7244906359818213,73.4724044663433,24.7
Male,68.1440327982008,192.343976579187,1.73086189479809,87.23082838058367,29.1
Male,69.0896314289256,184.435174408406,1.7548801480550065,83.64407002648798,27.2
Male,72.80084351650031,206.828189420354,1.8491451236093552,93.79963239018322,27.4
Male,67.4212422817167,175.213922399227,1.7125029789615622,79.46209632618003,27.1
Male,68.49641535688271,154.34263892595501,1.7398124296896802,69.99666164442404,23.1
Male,68.6181105502058,187.506843155807,1.742903493782215,85.03711707746349,28.0
Male,74.03380762166779,212.910225325521,1.8804624745153111,96.5579253176966,27.3
Male,71.5282160355709,195.032243233835,1.8168203209441431,88.44999693144445,26.8
Male,69.1801610995692,205.183621341371,1.7571796062882705,93.05379652669886,30.1
Male,69.577202365402,204.164125484101,1.7672644746101602,92.59144012884398,29.6
Male,70.4009288884762,192.90351507464902,1.7881871701416359,87.48458733544173,27.4
Male,69.0761711675356,197.488242598925,1.7545382567319179,89.56382884304989,29.1
Male,67.1935232827228,183.810973232751,1.7067189048189686,83.36098559308435,28.6
Male,65.8073156549306,163.851824878622,1.6715091606535588,74.30921763202812,26.6
Male,64.3041878915595,163.108017147583,1.6333296391048895,73.97188986284944,27.7
Male,67.9743362271967,172.13559740682499,1.7265515932739828,78.06603056998865,26.2
Male,72.18942595921341,194.04540489805902,1.8336150865941938,88.00245120093379,26.2
Male,65.2703455240394,168.617746204292,1.657870092050785,76.47063319922539,27.8
Male,66.09017737627249,161.19343259662202,1.678693862745047,73.10359754948844,25.9
Male,67.5103215157138,164.660277264007,1.7147655960303227,74.67586270476508,25.4
Male,70.1047862551571,188.922303151274,1.7806651322112548,85.67904904819683,27.0
Male,68.25183644086721,187.060552163801,1.7336001127982528,84.83471753460363,28.2
Male,72.1727091157973,209.070863390252,1.8331904779222075,94.81671809081722,28.2
Male,69.1798576188774,192.014335412005,1.757171897863282,87.08133125260998,28.2
Male,72.870360147235,211.34249681964002,1.8509108495614683,95.84693733317008,28.0
Male,64.7825829779871,165.61162618225,1.6454808986026697,75.10731346133787,27.7
Male,70.18354988748371,201.071918099568,1.7826657324735513,91.18907850320544,28.7
Male,68.4914502529394,173.42396034660098,1.7396863157972926,78.6503221526535,26.0
Male,67.33083088101621,181.407679285937,1.7102065247908615,82.27105636550431,28.1
Male,66.9909440825232,169.737707400252,1.701573382842855,76.97855210895781,26.6
Male,66.4995499002499,163.309528309674,1.689091945650239,74.06327814497686,26.0
Male,68.3530566463988,189.710209942456,1.7361711111607518,86.0363763911365,28.5
Male,70.77445907039741,192.124847346168,1.797674855737806,87.1314500436136,27.0
Male,71.2159236694709,198.1984641076,1.808888078980719,89.88592476535146,27.5
Male,70.0133653490674,209.526499837126,1.7783430365523851,95.02335593520453,30.0
Male,71.40318222075891,198.75979265985902,1.8136444556961877,90.14049553735103,27.4
Male,69.5520050948319,198.07952365443802,1.7666244626576557,89.83198351675193,28.8
Male,73.81853455776991,195.29061218972697,1.8749945277564113,88.56717106110067,25.2
Male,66.99688275225,164.943302997003,1.7017242253556009,74.80421904625986,25.8
Male,71.41846589309071,179.863902339297,1.8140326617498277,81.57093076612108,24.8
Male,65.27930020900429,155.25042069404898,1.6580975415037922,70.40835405625803,25.6
Male,68.2741914742284,184.51939124857398,1.734167931781265,83.68226360479545,27.8
Male,72.7653699463424,220.678041465283,1.8482440931252835,100.08074442869977,29.3
Male,68.0993798003468,183.31265530722,1.7297277063842216,83.13499106903402,27.8
Male,68.8967060721692,196.451312291183,1.7499798341927661,89.0935656649356,29.1
Male,69.2895099633052,184.59560830027303,1.7599570729820984,83.71682916112155,27.0
Male,70.52322452345649,207.532838518544,1.791293485482766,94.11920114219681,29.3
Male,69.6637252265179,177.20092875234798,1.7694621596778741,80.36323299426212,25.7
Male,67.5952688079157,163.108002209381,1.716923261567582,73.97188308815464,25.1
Male,72.5081203801037,216.21823011273497,1.8417099410745164,98.0581542461383,28.9
Male,71.2529856038086,204.655493822323,1.8098294539956465,92.81428291261814,28.3
Male,71.8091868893668,200.920571219495,1.8239569949039067,91.120440462356,27.4
Male,72.24516547925191,220.901769881142,1.8350308732347451,100.18220856287618,29.8
Male,66.51262766093471,196.449860340782,1.6894241214359846,89.09290718402812,31.2
Male,66.0290340048182,168.640810039015,1.6771408180040184,76.48109298821542,27.2
Male,67.57715394273501,181.432713008126,1.7164631430717554,82.28240952749478,27.9
Male,68.2465686016242,198.658673326418,1.7334663094138738,90.09463642921452,30.0
Male,73.8261270026308,237.916735863185,1.875187376241575,107.89874642321315,30.7
Male,69.8024643604904,173.04125590923303,1.772986140728738,78.47676004953878,25.0
Male,65.9595777848988,160.683916639879,1.6753766264896826,72.87252455323309,26.0
Male,71.0790175757451,188.60291907066602,1.8054106572452402,85.53420366016599,26.2
Male,66.5961965372077,208.34569403510898,1.691546775138626,94.48784309982267,33.0
Male,68.9515350928246,193.435118452271,1.751372494102733,87.72567730261724,28.6
Male,68.2444617923064,174.10969379062,1.7334127963501753,78.96131237669842,26.3
Male,72.3168251228452,197.36858924933497,1.836851031822332,89.50956428541268,26.5
Male,71.81542044953079,201.620666747742,1.8241153276487374,91.43794410328435,27.5
Male,65.2370495188386,181.011973240364,1.6570243718272444,82.09159784143492,29.9
Male,70.6405300907292,182.12248597866002,1.7942730528506274,82.59523173635375,25.7
Male,64.731925597255,177.549263423371,1.6441941985586743,80.52120790175556,29.8
Male,67.1035511824075,164.974580682475,1.7044336089003684,74.81840393763038,25.8
Male,65.1174848880457,165.717112190107,1.653987424131209,75.15515292068345,27.5
Male,71.7012340230177,193.09416354306302,1.821214986614623,87.57104922587892,26.4
Male,66.8328782059274,180.683886970857,1.6975585015475592,81.94280588247483,28.4
